,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,1.0,0.126,0.0,0.0,0.0,0.4714,0.0,0.0,0.0,0.0925,0.0,0.041,0.0,0.0,0.0,0.1925,0.0,0.0,0.0765,0.0,0.0,0.0,0.0,0.0,0.0186,0.0
1,0.126,1.0,0.034,0.0,0.0,0.0891,0.0557,0.0,0.0,0.0349,0.0,0.062,0.1315,0.1627,0.0337,0.3637,0.0,0.0337,0.0434,0.068,0.0,0.0,0.0,0.0216,0.0703,0.0582
2,0.0,0.034,1.0,0.0,0.0,0.0,0.0596,0.0407,0.0477,0.0,0.0,0.0996,0.0804,0.0696,0.0,0.0,0.0,0.0721,0.0464,0.0545,0.0,0.0449,0.036,0.0925,0.0828,0.1745
3,0.0,0.0,0.0,1.0,0.0,0.0,0.1043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0477,0.0,0.0,0.0,0.0,0.0197,0.0
4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155,0.0
5,0.4714,0.0891,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0557,0.0596,0.1043,0.0,0.0,1.0,0.0445,0.0,0.0,0.0,0.0726,0.044,0.0,0.0,0.0,0.0851,0.0,0.0677,0.0994,0.1106,0.0491,0.1182,0.0506,0.1152,0.0818
7,0.0,0.0,0.0407,0.0,0.0,0.0,0.0445,1.0,0.0,0.0,0.0,0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0346,0.0407,0.0,0.0,0.0,0.0,0.0505,0.0836
8,0.0,0.0,0.0477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1523,0.0527,0.0,0.0,0.0,0.0,0.0945,0.0406,0.0953,0.0442,0.0,0.0,0.1213,0.1184,0.0654
9,0.0925,0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0341,0.0413,0.0716,0.0,0.1601,0.0,0.0,0.0318,0.0374,0.0,0.0,0.0,0.0,0.031,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0527,0.0,0.0,0.0,0.0,0.0,0.0406,0.0,0.0884,0.0,0.0,0.0,0.0,0.0
